schema:longitude,schema:latitude,schema:identifier,schema:addressLocality,map_zoom
-87.64769890482933,41.719637322560075,Chicago_Park_Facility_2042,3533;3613,11
-87.68064770379019,41.776331290861954,Chicago_Park_Facility_2045,3525;3610,11
-87.65485420398119,41.77427549861242,Chicago_Park_Facility_2062,3526;3560,11
-87.65729111443923,41.77738527144442,Chicago_Park_Facility_2064,3526;3560,11
-87.7442402910913,41.891707871061634,Chicago_Park_Facility_2085,3487;3635,11
-87.72436564301066,41.89212377199933,Chicago_Park_Facility_2088,3485;3545,11
-87.81468043348828,41.99900112463539,Chicago_Park_Facility_2094,3538;3614,11
-87.81476063125221,41.97779775316472,Chicago_Park_Facility_2107,3497;3598,11
-87.81651043534194,41.980863230079954,Chicago_Park_Facility_2108,3497;3598,11
-87.57447759803594,41.73440123128841,Chicago_Park_Facility_2126,3507;3555,11
-87.64568092524384,41.92159377994018,Chicago_Park_Facility_2141,3529;3576,11
-87.66285499495199,41.8051441490512,Chicago_Park_Facility_2148,3520;3559,11
-87.6171906484198,41.69212749140502,Chicago_Park_Facility_2161,3508;3603,11
-87.70497385130118,41.92114967842654,Chicago_Park_Facility_9334,3484;3554,11
-87.72320775841034,41.94069549606555,Chicago_Park_Facility_2205,3483;3553,11
-87.68874561955373,41.90729664907211,Chicago_Park_Facility_2176,3486;3629,11
-87.70720178899109,41.874926205490596,Chicago_Park_Facility_2177,3489;3546,11
-87.72260468912776,41.87140607888757,Chicago_Park_Facility_2183,3488;3546,11
-87.71272492639345,41.85394397569138,Chicago_Park_Facility_2191,3491;3547,11
-87.71259124150343,41.86376099782715,Chicago_Park_Facility_2197,3491;3547,11
-87.64875682586379,41.91602705375557,Chicago_Park_Facility_2199,3529;3576,11
-87.62852808062266,41.84897605244282,Chicago_Park_Facility_4538,3495;3608,11
-87.61718924144374,41.885956612559745,Chicago_Park_Facility_2200,3499;3567,11
-87.64319251719863,41.88873177763696,Chicago_Park_Facility_2202,3490;3581,11
-87.69051630590666,41.87822974999902,Chicago_Park_Facility_11923,3490;3543,11
-87.64809042067655,41.92883948538422,Chicago_Park_Facility_2204,3529;3576,11
-87.74467989963966,41.93921486558347,Chicago_Park_Facility_2206,3476;3585,11
-87.6795072937378,42.00916859277167,Chicago_Park_Facility_2210,3471;3589,11
-87.7323398754258,41.78793402463812,Chicago_Park_Facility_2217,3521;3625,11
-87.61804127400454,41.81520294982578,Chicago_Park_Facility_317,3465;3541,11
-87.62810472770931,41.77476536818688,Chicago_Park_Facility_2224,3528;3561,11
-87.72142578603464,41.98918803259627,Chicago_Park_Facility_2234,3474;3592,11
-87.71965084701046,41.98687558212577,Chicago_Park_Facility_2235,3474;3592,11
-87.53813564367887,41.71970803370159,Chicago_Park_Facility_2242,3512;3556,11
-87.56562939034914,41.72233933844998,Chicago_Park_Facility_2243,3511;3605,11
-87.72986706860854,41.83638643648786,Chicago_Park_Facility_2253,3493;3548,11
-87.7978409169774,41.99845290777694,Chicago_Park_Facility_2264,3497;3598,11
-87.62050900137012,41.82062806621432,Chicago_Park_Facility_2266,3465;3541,11
-87.76670040074217,41.954343354566085,Chicago_Park_Facility_2277,3476;3585,11
-87.6785915017031,42.01478544007195,Chicago_Park_Facility_2295,3471;3589,11
-87.60329949356424,41.780005350432475,Chicago_Park_Facility_2300,3470;3584,11
-87.6534677878873,41.915058839536485,Chicago_Park_Facility_2302,3529;3576,11
-87.60460628531867,41.761152919550746,Chicago_Park_Facility_2310,3528;3561,11
-87.5536658751492,41.759571949061325,Chicago_Park_Facility_2321,3500;3600,11
-87.72947906438296,41.7510502526416,Chicago_Park_Facility_2339,3530;3562,11
-87.7006134198455,41.96531251078989,Chicago_Park_Facility_2346,3475;3593,11
-87.691151355836,41.953046702103215,Chicago_Park_Facility_2352,3509;3604,11
-87.66884220048526,41.71876180894911,Chicago_Park_Facility_2366,3532;3612,11
-87.78250170820239,41.92629708128503,Chicago_Park_Facility_2375,3480;3634,11
-87.779096169026,41.92460706949144,Chicago_Park_Facility_2376,3480;3634,11
-87.70171664891977,41.97342235740163,Chicago_Park_Facility_2398,3467;3578,11
-87.7057356516426,41.97374558173298,Chicago_Park_Facility_2399,3475;3593,11
-87.75912836816356,41.971954657896056,Chicago_Park_Facility_2409,3472;3590,11
-87.63423037808776,41.72473269161089,Chicago_Park_Facility_2415,3533;3613,11
-87.64804295578286,41.70164103087938,Chicago_Park_Facility_2424,3533;3613,11
-87.69660603164576,42.01429655698017,Chicago_Park_Facility_2435,3481;3596,11
-87.70368991357286,41.97107592249061,Chicago_Park_Facility_2445,3475;3593,11
-87.78547563739296,41.98885746052358,Chicago_Park_Facility_5826,3497;3598,11
-87.78613544529917,41.98869072852506,Chicago_Park_Facility_2453,3497;3598,11
-87.58018170006916,41.758566151286765,Chicago_Park_Facility_2459,3500;3600,11
-87.53669415623612,41.68560789831066,Chicago_Park_Facility_2469,3512;3556,11
-87.54984391158482,41.74355344172572,Chicago_Park_Facility_2481,3503;3602,11
-87.7977500126204,41.92081282827751,Chicago_Park_Facility_2493,3479;3632,11
-87.70324807063476,41.94551454808015,Chicago_Park_Facility_2500,3483;3553,11
-87.71332317027803,41.88768683894867,Chicago_Park_Facility_2505,3489;3546,11
-87.73747605687642,41.98831275130794,Chicago_Park_Facility_2511,3473;3591,11
-87.66903547202003,41.92574584342462,Chicago_Park_Facility_2516,3529;3576,11
-87.67017574874424,41.999411140877285,Chicago_Park_Facility_2518,3471;3589,11
-87.73634223817233,41.74187084759391,Chicago_Park_Facility_2524,3530;3562,11
-87.62241356806696,41.89700577232851,Chicago_Park_Facility_2525,3498;3599,11
-87.71145070620607,41.79176845889461,Chicago_Park_Facility_2532,3522;3626,11
-87.66816397012266,41.99064998426742,Chicago_Park_Facility_2541,3537;3574,11
-87.63892139668066,41.903055102661654,Chicago_Park_Facility_2551,3498;3638,11
-87.79920174571225,41.94435797623933,Chicago_Park_Facility_2562,3478;3595,11
-87.71646682458977,41.85004101134294,Chicago_Park_Facility_2572,3493;3548,11
-87.66357148796668,41.9455149304139,Chicago_Park_Facility_2575,3506;3575,11
-87.65526115815335,41.870466462064236,Chicago_Park_Facility_2585,3490;3587,11
-87.65865904468323,41.79908237863711,Chicago_Park_Facility_2602,3520;3559,11
-87.65918783970335,41.794475907880724,Chicago_Park_Facility_2603,3520;3559,11
-87.65525051508646,41.79604918655974,Chicago_Park_Facility_2604,3520;3559,11
-87.63323846444771,41.79068525295397,Chicago_Park_Facility_2617,3527;3560,11
-87.71525981654801,41.911612319200415,Chicago_Park_Facility_2623,3485;3545,11
-87.64119007705078,41.842515469467216,Chicago_Park_Facility_2625,3519;3624,11
-87.66001698932466,41.87964839829751,Chicago_Park_Facility_2633,3490;3581,11
-87.6894749171375,41.893422168527884,Chicago_Park_Facility_2645,3486;3623,11
-87.6314371012735,41.71368126201389,Chicago_Park_Facility_2654,3508;3603,11
-87.70433570055367,41.89147387126934,Chicago_Park_Facility_2655,3485;3545,11
-87.67417709652905,41.893814085948904,Chicago_Park_Facility_2656,3486;3623,11
-87.66192079197947,41.93368416306424,Chicago_Park_Facility_2659,3506;3575,11
-87.7283583365994,41.9667958101413,Chicago_Park_Facility_2666,3475;3593,11
-87.58991075424983,41.798900999317645,Chicago_Park_Facility_2667,3469;3615,11
-87.64539208949552,41.90571150558422,Chicago_Park_Facility_2675,3498;3638,11
-87.68452283501249,41.88365857760063,Chicago_Park_Facility_2678,3490;3543,11
-87.79830374958975,41.79892691958045,Chicago_Park_Facility_2680,3516;3558,11
-87.59995476295079,41.79724586218497,Chicago_Park_Facility_2689,3469;3615,11
-87.59993984264442,41.79605521084148,Chicago_Park_Facility_2690,3469;3615,11
-87.73210022897386,41.79475429334669,Chicago_Park_Facility_2695,3521;3625,11
-87.61019082964884,41.81830022117686,Chicago_Park_Facility_2700,3465;3541,11
-87.80902722211881,41.977686008280806,Chicago_Park_Facility_2701,3497;3598,11
-87.63376596157583,41.84806268881224,Chicago_Park_Facility_2702,3496;3609,11
-87.65888886002989,41.92800062234911,Chicago_Park_Facility_2703,3529;3576,11
-87.67974891573,41.89466516184811,Chicago_Park_Facility_2704,3486;3623,11
-87.75463691356683,41.89286343948842,Chicago_Park_Facility_2705,3487;3635,11
-87.5992674835324,41.80181253518015,Chicago_Park_Facility_2706,3469;3615,11
-87.6434946689102,41.81869112033144,Chicago_Park_Facility_2723,3520;3559,11
-87.64825675692968,41.7406927240609,Chicago_Park_Facility_2725,3531;3611,11
-87.65854345420523,41.8574568766664,Chicago_Park_Facility_2729,3494;3617,11
-87.75232620363164,41.96770828391916,Chicago_Park_Facility_2731,3476;3585,11
-87.60074476824546,41.77808684750269,Chicago_Park_Facility_2734,3470;3584,11
-87.73492554033587,41.88572917936407,Chicago_Park_Facility_2736,3488;3546,11
-87.63432298499676,41.85739588787836,Chicago_Park_Facility_2739,3496;3609,11
-87.679348627742,41.8792399261795,Chicago_Park_Facility_2753,3490;3543,11
-87.67275166582526,42.01564025179911,Chicago_Park_Facility_2746,3471;3589,11
-87.56369432332038,41.70576206422305,Chicago_Park_Facility_2767,3511;3605,11
-87.61113786536585,41.72956432196275,Chicago_Park_Facility_2783,3501;3601,11
-87.66497622885244,41.884759365359336,Chicago_Park_Facility_2808,3490;3581,11
-87.71261205241258,41.92962355043311,Chicago_Park_Facility_2813,3484;3554,11
-87.79662007937819,41.78453997445577,Chicago_Park_Facility_2821,3523;3627,11
-87.5557969332969,41.71747726854899,Chicago_Park_Facility_2830,3511;3605,11
-87.72873493943283,41.869329806277214,Chicago_Park_Facility_2833,3488;3546,11
-87.74712076339124,41.80276773931818,Chicago_Park_Facility_2844,3516;3558,11
-87.68187153335425,41.968976247064944,Chicago_Park_Facility_2850,3467;3578,11
-87.6498003939655,41.80175868241498,Chicago_Park_Facility_2851,3520;3559,11
-87.63894903120682,41.726809200266715,Chicago_Park_Facility_2853,3533;3613,11
-87.71908932246572,41.81137022680339,Chicago_Park_Facility_2855,3517;3619,11
-87.6686699629799,41.91389534197118,Chicago_Park_Facility_2858,3486;3629,11
-87.67287583464696,41.933242771480536,Chicago_Park_Facility_2859,3506;3575,11
-87.64233644901896,41.89373703998645,Chicago_Park_Facility_2861,3498;3638,11
-87.68888048817952,42.00040110362367,Chicago_Park_Facility_2875,3481;3596,11
-87.68924778944114,42.00463011563548,Chicago_Park_Facility_2876,3481;3596,11
-87.68155841866684,42.00454655915166,Chicago_Park_Facility_2877,3481;3596,11
-87.57665277411493,41.74554785213762,Chicago_Park_Facility_2887,3503;3602,11
-87.61207227816324,41.78627486922774,Chicago_Park_Facility_2917,3468;3606,11
-87.6154760556948,41.799195499949896,Chicago_Park_Facility_2918,3468;3606,11
-87.60665609569816,41.79560508100476,Chicago_Park_Facility_2919,3468;3606,11
-87.61474803647705,41.79187360628662,Chicago_Park_Facility_4138,3468;3606,11
-87.58252525623989,41.80081441786175,Chicago_Park_Facility_2935,3469;3615,11
-87.67338742508832,42.02149093112561,Chicago_Park_Facility_2945,3471;3589,11
-87.69243051121646,41.84580875291724,Chicago_Park_Facility_2947,3493;3548,11
-87.6518856339303,41.93519403731097,Chicago_Park_Facility_2949,3506;3575,11
-87.68752201812947,41.96281323791877,Chicago_Park_Facility_4537,3467;3578,11
-87.68732043387614,41.96172297965583,Chicago_Park_Facility_2962,3467;3578,11
-87.6471415767255,41.94335654924439,Chicago_Park_Facility_2967,3506;3637,11
-87.77956535564955,41.7889498770601,Chicago_Park_Facility_2976,3516;3558,11
-87.63187268161774,41.82557396555776,Chicago_Park_Facility_2987,3496;3549,11
-87.53722238825794,41.65158491796385,Chicago_Park_Facility_2989,3515;3570,11
-87.6313629402265,41.74538325784219,Chicago_Park_Facility_2994,3501;3601,11
-87.7297164825977,41.7744925144708,Chicago_Park_Facility_3006,3524;3628,11
-87.63115150361757,41.670395794358555,Chicago_Park_Facility_3017,3513;3557,11
-87.68656123553593,41.89799777842348,Chicago_Park_Facility_3025,3486;3630,11
-87.64983668008949,41.67286857232804,Chicago_Park_Facility_3033,3513;3557,11
-87.67091352363265,42.020211172769336,Chicago_Park_Facility_3040,3471;3589,11
-87.67672168905571,41.90828852021301,Chicago_Park_Facility_3048,3486;3629,11
-87.67291414507856,41.936582720360235,Chicago_Park_Facility_3050,3506;3575,11
-87.77948134404076,42.007494131828444,Chicago_Park_Facility_3057,3473;3591,11
-87.59972282620228,41.82025028771283,Chicago_Park_Facility_4536,3463;3579,11
-87.62948337961677,41.843868500673345,Chicago_Park_Facility_3066,3462;3572,11
-87.75898152575593,41.964784615142634,Chicago_Park_Facility_3073,3476;3585,11
-87.65425434304142,41.83183243201359,Chicago_Park_Facility_3080,3519;3624,11
-87.68384333299684,41.972734046150656,Chicago_Park_Facility_3088,3467;3578,11
-87.67099095409816,41.7742313526548,Chicago_Park_Facility_3092,3526;3560,11
-87.54287115309185,41.698739013176166,Chicago_Park_Facility_3098,3512;3556,11
-87.6833847317716,41.9347026093817,Chicago_Park_Facility_3100,3509;3604,11
-87.58400571128266,41.762234206697464,Chicago_Park_Facility_3103,3500;3600,11
-87.66637799201393,41.928596640619176,Chicago_Park_Facility_3111,3529;3576,11
-87.67288967182665,41.959278967399726,Chicago_Park_Facility_3114,3506;3575,11
