schema:longitude,schema:latitude,schema:identifier,schema:addressLocality,map_zoom
-87.67019820046326,41.801935032370224,Chicago_Park_Facility_543,3520;3559,11
-87.66813797090128,41.727321400078885,Chicago_Park_Facility_549,3532;3612,11
-87.62922046400668,41.86210876123899,Chicago_Park_Facility_553,3495;3608,11
-87.75256015485853,41.883465218606354,Chicago_Park_Facility_554,3487;3635,11
-87.75849082891868,41.92843998108232,Chicago_Park_Facility_558,3480;3634,11
-87.72770822677849,41.86009336220602,Chicago_Park_Facility_563,3491;3547,11
-87.67674604816578,41.697196902094575,Chicago_Park_Facility_567,3535;3564,11
-87.66336608207916,41.99754917359876,Chicago_Park_Facility_614,3537;3574,11
-87.66703065640263,41.8125871259276,Chicago_Park_Facility_590,3520;3559,11
-87.76217299647432,41.90196876822522,Chicago_Park_Facility_593,3487;3635,11
-87.6736585812172,41.747200623692464,Chicago_Park_Facility_604,3531;3611,11
-87.70477833843785,41.91396566061534,Chicago_Park_Facility_2203,3484;3554,11
-87.67068635958412,41.9067136646521,Chicago_Park_Facility_608,3486;3629,11
-87.59655625457775,41.749749261908924,Chicago_Park_Facility_611,3502;3550,11
-87.74949258899626,41.91111018799361,Chicago_Park_Facility_612,3487;3635,11
-87.75365205978737,41.990843859683785,Chicago_Park_Facility_613,3473;3591,11
-87.75174037812897,41.95544156180533,Chicago_Park_Facility_615,3476;3585,11
-87.60184101914183,41.73268028389256,Chicago_Park_Facility_617,3504;3551,11
-87.5989597644855,41.757815769792415,Chicago_Park_Facility_618,3528;3561,11
-87.69495164343633,41.871320500097646,Chicago_Park_Facility_619,3489;3546,11
-87.64795138660473,41.82841205138589,Chicago_Park_Facility_623,3519;3624,11
-87.70809618618276,41.75353727569749,Chicago_Park_Facility_630,3530;3562,11
-87.69603094188825,41.85702464857244,Chicago_Park_Facility_649,3491;3547,11
-87.70223518919083,41.856193391671006,Chicago_Park_Facility_650,3491;3547,11
-87.69631862144897,41.86224726358847,Chicago_Park_Facility_651,3491;3547,11
-87.70245569336738,41.861737971322185,Chicago_Park_Facility_652,3491;3547,11
-87.69988559363006,41.866191003567145,Chicago_Park_Facility_653,3491;3547,11
-87.6732391551168,41.767381942554245,Chicago_Park_Facility_662,3526;3560,11
-87.62126161305332,41.841809137663944,Chicago_Park_Facility_669,3462;3572,11
-87.62114525699519,41.838616828840074,Chicago_Park_Facility_670,3462;3572,11
-87.7824339088943,41.96628467329444,Chicago_Park_Facility_687,3476;3585,11
-87.72853068129905,41.74004296314831,Chicago_Park_Facility_698,3530;3562,11
-87.63964124817315,41.89858635875952,Chicago_Park_Facility_704,3498;3638,11
-87.65334478551864,41.8550617621825,Chicago_Park_Facility_711,3494;3617,11
-87.65442662771466,41.85365621262902,Chicago_Park_Facility_712,3494;3617,11
-87.56408484925045,41.74660437088141,Chicago_Park_Facility_716,3503;3602,11
-87.66064966072685,41.89642990083661,Chicago_Park_Facility_724,3486;3623,11
-87.7611401274678,42.00002727346889,Chicago_Park_Facility_15415,3473;3591,11
-87.8173198529543,42.00393684515723,Chicago_Park_Facility_735,3538;3614,11
-87.64320933134773,41.78405217110147,Chicago_Park_Facility_736,3527;3560,11
-87.68376827227577,41.916336222713994,Chicago_Park_Facility_754,3484;3616,11
-87.61075366093452,41.82935139241031,Chicago_Park_Facility_744,3463;3579,11
-87.70617920938027,41.944425369857775,Chicago_Park_Facility_747,3483;3553,11
-87.67637510153187,41.9945734059819,Chicago_Park_Facility_750,3481;3596,11
-87.58998837303538,41.755121466399615,Chicago_Park_Facility_755,3500;3600,11
-87.63735638680261,41.71636779800237,Chicago_Park_Facility_761,3533;3613,11
-87.6456918094203,41.939781930158574,Chicago_Park_Facility_765,3506;3575,11
-87.67911212880851,41.93984055339295,Chicago_Park_Facility_767,3509;3604,11
-87.63931152773306,41.70441074004673,Chicago_Park_Facility_775,3508;3603,11
-87.72419449302505,41.97487833693598,Chicago_Park_Facility_785,3475;3593,11
-87.6750632638622,41.95351291208382,Chicago_Park_Facility_794,3509;3604,11
-87.69193219689116,41.91505889266139,Chicago_Park_Facility_795,3484;3554,11
-87.59642150230533,41.774860864046325,Chicago_Park_Facility_797,3470;3584,11
-87.75461142866637,41.977550947691576,Chicago_Park_Facility_799,3473;3591,11
-87.65809050430082,41.8645405478217,Chicago_Park_Facility_802,3490;3587,11
-87.65678190833052,41.864496599533666,Chicago_Park_Facility_803,3490;3587,11
-87.66091124465518,41.74227167361091,Chicago_Park_Facility_817,3531;3611,11
-87.73263918192052,41.86075822713083,Chicago_Park_Facility_838,3491;3547,11
-87.63381709896241,41.81222426041669,Chicago_Park_Facility_849,3464;3582,11
-87.68548976122312,41.79254133542753,Chicago_Park_Facility_864,3522;3626,11
-87.76920057415778,41.9122848781119,Chicago_Park_Facility_883,3487;3635,11
-87.71194361485117,41.88130340906728,Chicago_Park_Facility_906,3489;3546,11
-87.71150650018359,41.8839756113643,Chicago_Park_Facility_907,3489;3546,11
-87.66507218471553,41.87194915095311,Chicago_Park_Facility_917,3490;3587,11
-87.60599407786977,41.707748535967156,Chicago_Park_Facility_926,3510;3568,11
-87.65001732262444,41.95253618144557,Chicago_Park_Facility_932,3506;3575,11
-87.71201972196279,41.860982334416946,Chicago_Park_Facility_933,3491;3547,11
-87.7730248938284,41.97957134265036,Chicago_Park_Facility_936,3472;3590,11
-87.70869521399466,41.87594139292866,Chicago_Park_Facility_939,3489;3546,11
-87.66565973641491,42.01066243834907,Chicago_Park_Facility_941,3471;3589,11
-87.61154430792311,41.65774789087369,Chicago_Park_Facility_944,3514;3569,11
-87.73689640019563,41.97578437655665,Chicago_Park_Facility_955,3474;3592,11
-87.66299978042625,41.966716709619604,Chicago_Park_Facility_963,3492;3597,11
-87.62690520600864,41.90560657303764,Chicago_Park_Facility_964,3498;3636,11
-87.71501612487853,41.901196754527575,Chicago_Park_Facility_965,3485;3545,11
-87.60116217134518,41.75565437283295,Chicago_Park_Facility_974,3528;3561,11
-87.83879197185254,41.97861073045283,Chicago_Park_Facility_984,3536;3565,11
-87.61803647519069,41.88223806087811,Chicago_Park_Facility_1007,3499;3607,11
-87.69934705826485,41.93346509237673,Chicago_Park_Facility_1023,3483;3553,11
-87.6602368165806,41.70743496752356,Chicago_Park_Facility_1027,3532;3612,11
-87.76644429457319,41.99985616887958,Chicago_Park_Facility_1033,3473;3591,11
-87.69666929050769,41.991223843793534,Chicago_Park_Facility_1038,3481;3596,11
-87.73351061792403,41.911880315830736,Chicago_Park_Facility_1043,3485;3545,11
-87.69678518238995,41.96893059762033,Chicago_Park_Facility_1047,3467;3578,11
-87.69593439544303,41.92521659917979,Chicago_Park_Facility_1050,3484;3554,11
-87.77798765260296,41.77999067849812,Chicago_Park_Facility_1057,3523;3627,11
-87.63686292205551,41.762619835913384,Chicago_Park_Facility_1073,3527;3560,11
-87.67930194094691,41.9374891106276,Chicago_Park_Facility_1094,3509;3604,11
-87.62029752057006,41.79189637832688,Chicago_Park_Facility_1099,3468;3606,11
-87.72480188746431,41.90240852987116,Chicago_Park_Facility_1100,3485;3545,11
-87.6183667222086,41.80554793355552,Chicago_Park_Facility_1102,3465;3541,11
-87.6045968035022,41.782105753076266,Chicago_Park_Facility_1107,3470;3584,11
-87.64006584449692,41.771930305835795,Chicago_Park_Facility_1108,3527;3560,11
-87.67131358955827,41.85609225457375,Chicago_Park_Facility_1121,3494;3617,11
-87.59550717907217,41.81385390945481,Chicago_Park_Facility_1128,3466;3588,11
-87.65769376051867,42.00227200103774,Chicago_Park_Facility_1131,3471;3589,11
-87.56772978219502,41.7700550070132,Chicago_Park_Facility_1132,3500;3600,11
-87.69587776157991,41.7420783654427,Chicago_Park_Facility_1142,3530;3562,11
-87.77409636923737,41.892475867597256,Chicago_Park_Facility_1147,3487;3635,11
-87.66865579407417,41.787014849961324,Chicago_Park_Facility_1151,3526;3560,11
-87.7398351145481,41.922243945461766,Chicago_Park_Facility_1157,3482;3552,11
-87.82843574824298,41.94327490739587,Chicago_Park_Facility_1166,3478;3595,11
-87.65809604723523,41.970164717391235,Chicago_Park_Facility_1175,3492;3597,11
-87.59906508578158,41.76353721163568,Chicago_Park_Facility_1179,3528;3561,11
-87.60357716415096,41.82046188447197,Chicago_Park_Facility_1181,3463;3579,11
-87.71093912198621,41.98873229273415,Chicago_Park_Facility_1186,3474;3592,11
-87.68500274641823,41.922417335667504,Chicago_Park_Facility_1191,3484;3616,11
-87.71045056354207,41.852257323949544,Chicago_Park_Facility_1194,3493;3548,11
-87.71438048951039,41.86956537762809,Chicago_Park_Facility_2190,3491;3547,11
-87.60990004245139,41.810146086114784,Chicago_Park_Facility_1195,3465;3541,11
-87.67385861813476,41.89839036315298,Chicago_Park_Facility_2192,3486;3622,11
-87.70267203768188,41.875701812511835,Chicago_Park_Facility_1198,3489;3546,11
-87.72058354475516,41.86187274516598,Chicago_Park_Facility_1200,3491;3547,11
-87.69797943673422,41.96008068488788,Chicago_Park_Facility_1217,3477;3594,11
-87.6047345597901,41.80385050761709,Chicago_Park_Facility_1228,3466;3588,11
-87.66424860204621,42.01907478551968,Chicago_Park_Facility_1230,3471;3589,11
-87.6787647022565,41.83128620561536,Chicago_Park_Facility_1234,3505;3621,11
-87.74983728677442,41.888816599583265,Chicago_Park_Facility_1237,3487;3635,11
-87.59523562701584,41.78220632266265,Chicago_Park_Facility_1238,3470;3584,11
-87.64299257942974,41.83834694823104,Chicago_Park_Facility_1240,3519;3624,11
-87.69988668490996,41.90973987511876,Chicago_Park_Facility_1268,3486;3545,11
-87.69931490084808,41.908079628851496,Chicago_Park_Facility_1269,3486;3545,11
-87.70599856797173,41.90360954773527,Chicago_Park_Facility_1270,3486;3545,11
-87.70338193882351,41.89884049443211,Chicago_Park_Facility_1271,3485;3545,11
-87.6973831746494,41.9053802379302,Chicago_Park_Facility_4534,3486;3545,11
-87.66940867372588,41.71179319497596,Chicago_Park_Facility_1284,3532;3612,11
-87.72348448000926,41.952405790653415,Chicago_Park_Facility_1292,3477;3594,11
-87.6931938460837,42.00976936966141,Chicago_Park_Facility_1299,3481;3596,11
-87.77877593019491,41.99282130147543,Chicago_Park_Facility_1308,3497;3598,11
-87.57585548667308,41.773655063429224,Chicago_Park_Facility_1332,3470;3566,11
-87.5859329982477,41.779209893070025,Chicago_Park_Facility_1333,3470;3566,11
-87.58540243701643,41.78282737415874,Chicago_Park_Facility_1334,3470;3566,11
-87.58585391162366,41.79286945853321,Chicago_Park_Facility_1335,3469;3566,11
-87.5850165864844,41.79301765868304,Chicago_Park_Facility_1336,3469;3566,11
-87.583192639998,41.773543059413825,Chicago_Park_Facility_4064,3470;3566,11
-87.57264598794086,41.781404663179295,Chicago_Park_Facility_4539,3470;3566,11
-87.62085621615006,41.8158942690753,Chicago_Park_Facility_1370,3465;3541,11
-87.69832130063682,41.966621472740705,Chicago_Park_Facility_1371,3467;3578,11
-87.66109742510108,41.84377774056621,Chicago_Park_Facility_1372,3519;3624,11
-87.70448162342322,41.88605719362381,Chicago_Park_Facility_1375,3489;3546,11
-87.64222197618203,41.85898268698794,Chicago_Park_Facility_1376,3494;3617,11
-87.76321543311968,41.9682707634099,Chicago_Park_Facility_1380,3472;3590,11
-87.72088432431946,41.96617171269868,Chicago_Park_Facility_1390,3475;3593,11
-87.62895738370433,41.8662544205528,Chicago_Park_Facility_1392,3495;3608,11
-87.65505530928336,41.928345875151486,Chicago_Park_Facility_1394,3529;3544,11
-87.63431843659697,41.777776691599556,Chicago_Park_Facility_1397,3527;3560,11
-87.66682381911133,41.948606490332686,Chicago_Park_Facility_1398,3506;3575,11
-87.73047665946726,41.90664495827196,Chicago_Park_Facility_1402,3485;3545,11
-87.72964590352154,41.8648219040079,Chicago_Park_Facility_1404,3491;3547,11
-87.70753243935388,41.89531796546405,Chicago_Park_Facility_1406,3485;3545,11
-87.69305501140863,41.819200094153466,Chicago_Park_Facility_1413,3518;3620,11
-87.65699816200987,41.95348296890666,Chicago_Park_Facility_1415,3506;3618,11
-87.73773493355874,41.9291453643922,Chicago_Park_Facility_1421,3482;3552,11
-87.7335544821538,41.93500321966956,Chicago_Park_Facility_1456,3482;3552,11
-87.65493655147927,41.93932061998375,Chicago_Park_Facility_1427,3506;3575,11
-87.68221507948803,41.687687077164234,Chicago_Park_Facility_1435,3535;3564,11
-87.59790031050223,41.81410066330972,Chicago_Park_Facility_1444,3466;3588,11
-87.6159555461922,41.67956101843024,Chicago_Park_Facility_1449,3513;3557,11
-87.59356738132728,41.80570045090402,Chicago_Park_Facility_1463,3466;3588,11
-87.72723225217987,41.91151957301952,Chicago_Park_Facility_1470,3485;3545,11
-87.73896596506665,41.94410273828135,Chicago_Park_Facility_1479,3477;3594,11
-87.65450419610114,41.754651770811115,Chicago_Park_Facility_1485,3531;3611,11
-87.67350443953745,41.946221016253624,Chicago_Park_Facility_1488,3506;3575,11
-87.74150904429095,41.956399408461856,Chicago_Park_Facility_1490,3477;3594,11
-87.68887738253076,41.993923281020265,Chicago_Park_Facility_1491,3481;3596,11
-87.72435953677737,41.93021834918143,Chicago_Park_Facility_1502,3484;3554,11
-87.53675568232212,41.702906570997555,Chicago_Park_Facility_1505,3512;3556,11
-87.66655302209237,41.83302641003476,Chicago_Park_Facility_1507,3505;3621,11
-87.75130215792018,41.904573508974146,Chicago_Park_Facility_1514,3487;3635,11
-87.75482991110376,41.905582748193446,Chicago_Park_Facility_1515,3487;3635,11
-87.70167766262651,41.841170222570454,Chicago_Park_Facility_10934,3493;3548,11
-87.61146035927955,41.837927630795576,Chicago_Park_Facility_1525,3462;3572,11
-87.61785148482507,41.897462791142225,Chicago_Park_Facility_1532,3498;3599,11
-87.65730308421014,41.696198827658534,Chicago_Park_Facility_1535,3535;3564,11
-87.65498908479776,41.989910474551834,Chicago_Park_Facility_1538,3537;3574,11
-87.674874086185,42.00188401104014,Chicago_Park_Facility_1539,3471;3589,11
-87.60571308923456,41.68935614595773,Chicago_Park_Facility_1541,3510;3568,11
-87.75235724788939,41.776778722675324,Chicago_Park_Facility_1549,3523;3627,11
-87.66319003471726,42.00417767298289,Chicago_Park_Facility_1551,3471;3589,11
-87.75080610912501,41.81280459050595,Chicago_Park_Facility_1558,3516;3558,11
-87.71446370139505,41.73526551925528,Chicago_Park_Facility_1561,3530;3562,11
-87.7053842202821,41.98113769255634,Chicago_Park_Facility_1568,3467;3578,11
-87.70667367237559,41.98460772081174,Chicago_Park_Facility_1569,3481;3596,11
-87.70830512889873,41.985103597630356,Chicago_Park_Facility_1570,3474;3592,11
-87.70791321920332,41.988586559546206,Chicago_Park_Facility_1571,3481;3596,11
-87.64139939274868,41.75745080710809,Chicago_Park_Facility_1576,3527;3560,11
-87.66316226324096,42.01318997629664,Chicago_Park_Facility_1579,3471;3589,11
-87.70521962028916,42.00787004731081,Chicago_Park_Facility_1582,3481;3596,11
-87.76250044961165,41.88849482797489,Chicago_Park_Facility_1587,3487;3635,11
-87.63975939931686,41.762416850155404,Chicago_Park_Facility_1589,3527;3560,11
-87.71159618443636,41.847501786616704,Chicago_Park_Facility_1590,3493;3548,11
-87.63599664957131,41.92088324214864,Chicago_Park_Facility_1636,3529;3576,11
-87.63804094890304,41.930055699964896,Chicago_Park_Facility_1637,3529;3576,11
-87.63687191680967,41.938173936002855,Chicago_Park_Facility_1638,3506;3575,11
-87.64389513309527,41.95326215682864,Chicago_Park_Facility_1639,3506;3575,11
-87.64590300969276,41.96345946888213,Chicago_Park_Facility_1640,3492;3597,11
-87.64681750022105,41.97052875647679,Chicago_Park_Facility_1641,3492;3597,11
-87.64959655717294,41.97263984336574,Chicago_Park_Facility_1642,3492;3597,11
-87.65358749582235,41.98478864909315,Chicago_Park_Facility_1643,3537;3574,11
-87.63411230074722,41.93407285311137,Chicago_Park_Facility_1644,3506;3575,11
-87.63898698346969,41.94300234776589,Chicago_Park_Facility_4171,3506;3575,11
-87.67447555159201,41.78264548483956,Chicago_Park_Facility_1688,3526;3560,11
-87.72584855859914,41.90179158017919,Chicago_Park_Facility_1694,3485;3545,11
-87.681345624007,41.80170822000094,Chicago_Park_Facility_1696,3522;3626,11
-87.71174518591735,41.85737860799118,Chicago_Park_Facility_1699,3491;3547,11
-87.640884243738,41.79948903594131,Chicago_Park_Facility_1703,3520;3559,11
-87.66061040114981,42.01089570829189,Chicago_Park_Facility_1711,3471;3589,11
-87.56767197192481,41.712597458829926,Chicago_Park_Facility_1718,3511;3605,11
-87.64668702058329,41.79264195625926,Chicago_Park_Facility_1719,3527;3560,11
-87.68751571868859,42.008417073726626,Chicago_Park_Facility_1720,3481;3596,11
-87.63976836686875,41.755224036771345,Chicago_Park_Facility_1721,3528;3561,11
-87.7070259875897,41.873117193626314,Chicago_Park_Facility_1722,3489;3546,11
-87.63464044207046,41.7954016798186,Chicago_Park_Facility_1724,3464;3582,11
-87.60721372311788,41.82331244477015,Chicago_Park_Facility_1729,3465;3541,11
-87.5514652632612,41.65701469322319,Chicago_Park_Facility_1743,3515;3570,11
-87.70984908464796,41.918762868956016,Chicago_Park_Facility_1750,3484;3554,11
-87.6911166745772,41.911066317255,Chicago_Park_Facility_1753,3486;3629,11
-87.69505895108554,41.76505460162987,Chicago_Park_Facility_1779,3525;3610,11
-87.70929496544419,41.7709327708285,Chicago_Park_Facility_1780,3525;3610,11
-87.66451080056802,41.73551769151711,Chicago_Park_Facility_1800,3531;3611,11
-87.65266933145544,41.939214932804845,Chicago_Park_Facility_1802,3506;3575,11
-87.72847312313868,41.884340700887215,Chicago_Park_Facility_1803,3488;3546,11
-87.68052475426033,42.00742796258811,Chicago_Park_Facility_1805,3471;3589,11
-87.70270227032687,41.9895241081186,Chicago_Park_Facility_1817,3481;3596,11
-87.74237372986711,41.96288588430901,Chicago_Park_Facility_1828,3477;3594,11
-87.64926334576217,41.841325469301445,Chicago_Park_Facility_1839,3519;3624,11
-87.64467065738383,41.81274855788771,Chicago_Park_Facility_1848,3520;3559,11
-87.64156621411475,41.82920074013096,Chicago_Park_Facility_1849,3519;3624,11
-87.70252334524051,41.69812236447892,Chicago_Park_Facility_1853,3534;3563,11
-87.68093908590615,41.82539699274824,Chicago_Park_Facility_1869,3505;3621,11
-87.66945737126306,41.983165884875895,Chicago_Park_Facility_1883,3537;3583,11
-87.62910896827658,41.761550255519374,Chicago_Park_Facility_1886,3528;3561,11
-87.57225795494412,41.71937659477951,Chicago_Park_Facility_1890,3511;3605,11
-87.78450059426625,41.952410533020675,Chicago_Park_Facility_1896,3478;3595,11
-87.67052814595398,41.949979701196746,Chicago_Park_Facility_1898,3506;3575,11
-87.62686613725576,41.8189214722318,Chicago_Park_Facility_1902,3465;3541,11
-87.61646189933963,41.764705562172665,Chicago_Park_Facility_1908,3528;3561,11
-87.7113949204998,41.84093114420651,Chicago_Park_Facility_1910,3493;3548,11
-87.67764181873027,41.79729063874342,Chicago_Park_Facility_1913,3520;3559,11
-87.71629974990022,41.86354395465899,Chicago_Park_Facility_1925,3491;3547,11
-87.65256344179157,41.870466144844094,Chicago_Park_Facility_1926,3490;3587,11
-87.76254075168323,41.78516417757499,Chicago_Park_Facility_1934,3523;3627,11
-87.59508253063952,41.77733336517535,Chicago_Park_Facility_1938,3470;3584,11
-87.68924855576532,41.77346655918761,Chicago_Park_Facility_1939,3525;3610,11
-87.71817619220712,41.91415516474718,Chicago_Park_Facility_1941,3484;3554,11
-87.81781470585541,42.001628438363156,Chicago_Park_Facility_1942,3538;3614,11
-87.75282858705829,41.8783386869112,Chicago_Park_Facility_1945,3487;3635,11
-87.65424043910149,41.78998804854987,Chicago_Park_Facility_1949,3527;3560,11
-87.64774769858322,41.68156805949998,Chicago_Park_Facility_1953,3513;3557,11
-87.71230240561144,41.69094649943995,Chicago_Park_Facility_1965,3534;3563,11
-87.72317075282636,41.91777957388342,Chicago_Park_Facility_1980,3484;3554,11
-87.66657144558908,41.836103613615606,Chicago_Park_Facility_1981,3505;3621,11
-87.68723874484344,41.70232197808094,Chicago_Park_Facility_1986,3532;3612,11
-87.66834767853612,41.76091861094353,Chicago_Park_Facility_1994,3526;3560,11
-87.58037715889492,41.76582168213479,Chicago_Park_Facility_2000,3500;3600,11
-87.70205661824934,41.937115630344884,Chicago_Park_Facility_2001,3483;3553,11
-87.59389464694405,41.79741265048508,Chicago_Park_Facility_2004,3469;3615,11
-87.59461261883332,41.79624625602844,Chicago_Park_Facility_2005,3469;3615,11
-87.72351211104792,41.86104600473678,Chicago_Park_Facility_2008,3491;3547,11
-87.78897233485242,41.79793726432961,Chicago_Park_Facility_2014,3516;3558,11
-87.7421410634928,41.97331631274252,Chicago_Park_Facility_2016,3475;3593,11
-87.66861179073946,41.74280939972313,Chicago_Park_Facility_2079,3531;3611,11
