schema:name,schema:identifier,geometry
Douglas,35,"list(list(c(449429.812542294, 449429.134728171, 449428.050855034, 449427.450720524, 449427.324390733, 449428.68761168, 449435.104412224, 449440.525936027, 449443.900884502, 449447.929172857, 449449.18180573, 449451.849336171, 449453.058707733, 449456.325501252, 449459.451663315, 449463.534061497, 449467.562351813, 449474.976377781, 449483.816116317, 449490.566017471, 449500.723285225, 449508.137343745, 449516.966238391, 449521.027006847, 449520.810702153, 449522.543667857, 449524.319866022, 449524.071117931, 
449523.844000227, 449523.638513687, 449526.208683327, 449530.847092382, 449534.157155948, 449543.661059575, 449549.97296921, 449556.557021019, 449560.499792637, 449605.717867689, 449631.025073814, 449628.03634031, 449604.752267996, 449562.671481257, 449565.935957561, 449567.47886982, 449568.201264433, 449567.90419238, 449567.67905591, 449566.762831691, 449569.769334503, 449575.061090933, 449586.079225464, 449595.574890863, 449603.035569927, 449608.288130729, 449611.425229693, 449617.638497058, 449623.185358842, 
449628.119970596, 449631.36284656, 449634.780912681, 449637.776350121, 449643.690063027, 449645.331457244, 449647.333020592, 449648.706927503, 449672.845041309, 449674.158714412, 449793.192214171, 449829.555150005, 449829.977740461, 449837.441359947, 449836.363781093, 449796.683905619, 449674.547039423, 449674.444307972, 449674.952194087, 449676.008294461, 449677.06436503, 449678.779466372, 449676.520362278, 449676.836843306, 449677.802280792, 449678.818090029, 449683.028186341, 449686.518842006, 
449691.347675572, 449693.473866708, 449696.82543528, 449703.083111439, 449712.494780603, 449723.893550802, 449740.941340328, 449758.738823104, 449781.03854775, 449795.702155433, 449802.709495667, 449803.695067183, 449787.737830883, 449762.786153468, 449765.758857576, 449769.908532982, 449775.984868969, 449786.035434506, 449795.497514831, 449801.82568512, 449811.398540994, 449818.436106033, 449828.718326311, 449841.596307086, 449854.504506459, 449868.111996135, 449879.792826679, 449890.155661213, 
449901.11705403, 449911.409345395, 449919.71456995, 449929.267278525, 449937.481845181, 449946.994231243, 449954.539697746, 449954.378529639, 449952.129566613, 449949.171181499, 449949.030160823, 449951.384171786, 449951.791317316, 449953.299947229, 449946.015700713, 449933.360251277, 449693.729293054, 449675.88101804, 449663.197024251, 449621.7231341, 449608.012344714, 449579.219768221, 449556.255702055, 449490.171188593, 449428.142854261, 449398.024671909, 449295.247340756, 449263.620098607, 449262.854058081, 
449261.979831131, 449256.622995331, 449239.959637937, 449239.918135682, 449238.360241605, 449238.272464156, 449235.268788524, 449227.80706951, 449227.68212849, 449222.213832304, 449218.684553615, 449209.879630378, 449204.447657093, 449191.549677647, 449187.520158633, 449182.22490773, 449172.831274376, 449166.821036997, 449155.851152234, 449145.913469538, 449128.239491801, 449124.152504007, 449086.644678103, 448979.654590088, 448914.563261464, 448887.396648665, 448834.706120399, 448782.954978776, 
448760.983794767, 448739.245706407, 448701.751209171, 448681.837833128, 448659.858497411, 448631.872095077, 448606.089097961, 448579.855104653, 448512.532885651, 448478.713264156, 448432.370941333, 448378.49610784, 448326.349284732, 448316.669935636, 448311.568162583, 448250.19498733, 448157.085592304, 448152.645645982, 448140.760042114, 448110.994290389, 448098.582041876, 448069.743316458, 448046.604982482, 448034.506607574, 448019.877435324, 448006.56483562, 447978.140849584, 447962.37817753, 447931.228191222, 
447911.472942081, 447880.867682403, 447869.150286261, 447841.315081119, 447821.633965766, 447795.773953306, 447783.53265264, 447766.682471755, 447763.295276325, 447762.88595194, 447762.390997392, 447762.04651486, 447759.365194081, 447760.582769505, 447763.194255079, 447768.187800066, 447772.638864188, 447773.674717462, 447773.052107521, 447772.82194565, 447772.606839378, 447772.414812815, 447772.275281919, 447772.192705876, 447772.102444666, 447771.803670916, 447771.648152642, 447771.477022031, 447771.116763912, 
447770.721266268, 447770.371557381, 447770.093482931, 447769.74791297, 447769.550527378, 447770.328717733, 447757.93251503, 447749.63156301, 447738.084785917, 447730.376229002, 447725.917703494, 447723.378776379, 447723.080795404, 447722.142896378, 447720.738383049, 447720.480770377, 447720.213663722, 447719.902044706, 447719.05476922, 447719.04799743, 447718.482283723, 447718.384744571, 447718.370772176, 447718.090191396, 447718.070244289, 447716.835146545, 447716.228469169, 447714.944700638, 447713.999409165, 
447712.762962258, 447712.646256132, 447711.615253093, 447711.358934167, 447711.058371337, 447710.653382516, 447709.8983434, 447709.146028996, 447708.481330064, 447707.508342288, 447707.317597344, 447707.202432509, 447707.032827275, 447706.518305218, 447706.134438418, 447704.90299585, 447704.465223472, 447703.697763361, 447703.582968659, 447702.780163792, 447701.827124497, 447701.683484864, 447701.683492906, 447716.480728236, 447743.166862336, 447767.86349495, 447804.4939355, 447826.606336967, 447854.669705737, 
447871.703438637, 447893.739930067, 447928.208881201, 447951.133886908, 447967.817039475, 447999.607386872, 448008.945652165, 448014.969127577, 448015.748746418, 448018.976122202, 448019.951994394, 448022.384207234, 448047.743212232, 448069.202992789, 448086.872246281, 448131.114121046, 448158.382602186, 448182.648049407, 448190.370871436, 448227.183990768, 448247.467395674, 448351.602280239, 448489.132785107, 448501.648085351, 448623.403598823, 448708.453809146, 448722.437604168, 448753.349612578, 
448760.700481344, 448784.679307947, 448806.241639783, 448809.804611072, 448811.73128784, 448813.65458943, 448815.406445757, 448817.420577504, 448819.258202853, 448821.421033923, 448823.035399369, 448824.684435947, 448839.255070443, 448841.035952487, 448842.703910982, 448844.450799254, 448846.720875518, 448849.147147804, 448852.389918937, 448854.596524157, 448857.772356755, 448859.994714799, 448863.86255455, 448934.370840891, 448944.330013919, 448943.703554413, 449026.730790886, 449068.206070937, 
449159.535470432, 449198.713488468, 449227.698181495, 449241.835157393, 449265.747785831, 449282.850836876, 449408.242310416, 449407.926072808, 449410.607592946, 449429.812542294, 4632712.1816989, 4632708.75514403, 4632700.77001926, 4632692.73170651, 4632685.96890469, 4632661.80484799, 4632656.87639909, 4632647.03719287, 4632640.01693557, 4632630.19936104, 4632621.12168216, 4632613.41560749, 4632601.55148773, 4632587.56502195, 4632564.52250944, 4632558.18804021, 4632548.37046711, 4632532.22927209, 
4632518.1562847, 4632504.1157743, 4632485.14484827, 4632469.00365552, 4632454.2340689, 4632446.50633593, 4632432.57398097, 4632409.55307333, 4632389.3186983, 4632373.29647499, 4632358.66745669, 4632345.43170433, 4632331.45605886, 4632316.05476335, 4632304.85477406, 4632288.68114188, 4632274.91175117, 4632261.12844591, 4632252.44987457, 4632264.01920625, 4632252.06960754, 4632245.65785598, 4632256.55630365, 4632246.05429831, 4632241.26849887, 4632236.6558439, 4632233.92543895, 4632231.21080008, 4632230.74496716, 
4632228.84921304, 4632219.99070602, 4632201.79212864, 4632151.37645991, 4632135.81026681, 4632129.60003471, 4632126.41038896, 4632124.3505728, 4632120.23179509, 4632116.3671687, 4632112.32924642, 4632109.23168322, 4632105.6438806, 4632102.30641423, 4632094.5966049, 4632092.4293457, 4632089.78652718, 4632087.99776772, 4632037.88774198, 4632038.27244142, 4632073.12921794, 4632141.94385675, 4632169.16458414, 4632169.25040759, 4632138.81290845, 4632064.20093144, 4632028.57732877, 4632025.22211033, 4632016.12693087, 
4632000.53233336, 4631984.93773642, 4631969.98202082, 4631949.89519587, 4631928.47025467, 4631907.03520873, 4631888.84488037, 4631867.35946529, 4631841.34161757, 4631817.89935375, 4631808.79626976, 4631794.44698645, 4631779.42072534, 4631758.50367849, 4631740.15211213, 4631709.38018491, 4631685.08752879, 4631658.12856865, 4631641.0246129, 4631632.47759607, 4631612.3404698, 4631587.92265603, 4631569.4863154, 4631551.9146668, 4631526.53568001, 4631499.82859339, 4631478.25255938, 4631460.58018017, 4631450.09649579, 
4631439.56241524, 4631432.96226897, 4631426.31175748, 4631419.62095346, 4631414.87692465, 4631413.36750854, 4631413.18619214, 4631411.727172, 4631407.01336344, 4631401.01177897, 4631392.44468402, 4631380.61275879, 4631366.20521999, 4631351.77753658, 4631336.08222298, 4631325.69924445, 4631306.26141613, 4631282.94005188, 4631273.85495314, 4631258.24022381, 4631242.65568365, 4631228.84889973, 4631228.8954157, 4631225.28533989, 4631215.98536625, 4631215.98864812, 4631216.67304898, 4631216.37214858, 
4631216.47069813, 4631216.68907786, 4631215.08770741, 4631214.68775299, 4631214.31232292, 4631214.13003469, 4631213.50793453, 4631057.13853569, 4631053.92040266, 4631050.60339152, 4631025.87325573, 4630948.58695755, 4630948.39459259, 4630941.16877233, 4630940.7612016, 4630926.8302009, 4630892.22210579, 4630891.64254938, 4630866.27995758, 4630849.91085835, 4630808.85280425, 4630783.52325689, 4630723.49873737, 4630704.39937548, 4630679.30072198, 4630635.53647456, 4630607.80118008, 4630556.76802921, 
4630509.96332057, 4630426.7218716, 4630404.70202129, 4630404.30016594, 4630403.31143008, 4630402.71058198, 4630402.45992986, 4630401.97375017, 4630401.29546148, 4630401.00555796, 4630400.71871014, 4630400.22398093, 4630400.0407879, 4630399.83861749, 4630399.58118542, 4630399.34401033, 4630399.10231611, 4630398.48206099, 4630398.17047765, 4630397.74352625, 4630397.22940643, 4630396.73179915, 4630396.63876234, 4630396.58971445, 4630395.99980984, 4630395.10483812, 4630395.09357311, 4630394.99558961, 
4630394.7801537, 4630394.69031307, 4630394.2968551, 4630394.04042134, 4630393.9357755, 4630393.80924962, 4630393.6532102, 4630393.30831722, 4630393.11704746, 4630393.02151854, 4630392.81009031, 4630392.38161059, 4630392.21757342, 4630391.69274649, 4630391.54415875, 4630391.45121222, 4630391.4071991, 4630391.26998268, 4630566.48756972, 4630588.10082362, 4630614.24519733, 4630636.02891121, 4630796.44487801, 4630806.76816049, 4630816.39034261, 4630824.38488188, 4630830.61132081, 4630835.11424694, 4630854.68391297, 
4630874.0158699, 4630899.02764245, 4630924.1578978, 4630942.45544602, 4630952.89227407, 4630964.30048722, 4630990.0113379, 4631002.89083994, 4631017.06339111, 4631047.25458627, 4631080.67027044, 4631110.16653957, 4631133.86896196, 4631164.02031593, 4631185.26848673, 4631201.0520168, 4631200.91109618, 4631200.8167353, 4631200.87133295, 4631200.9077655, 4631200.92882461, 4631200.9408393, 4631210.80015435, 4631287.79465541, 4631400.98201518, 4631423.64965881, 4631449.47861989, 4631479.61293602, 4631555.08243073, 
4631555.57273966, 4631596.7237503, 4631605.43969062, 4631606.68712837, 4631627.58381955, 4631629.06863587, 4631738.44439545, 4631782.04130287, 4631874.30285978, 4631933.52097368, 4632010.97987904, 4632020.68054736, 4632103.61078102, 4632124.22928332, 4632149.03060875, 4632181.83240706, 4632241.15038269, 4632299.50287059, 4632351.06217525, 4632393.89050916, 4632407.33990187, 4632415.46102814, 4632427.41818119, 4632463.0926968, 4632512.95092845, 4632574.95019508, 4632621.33545074, 4632678.35133759, 
4632686.19366963, 4632736.54595991, 4632804.69626026, 4632819.28466847, 4632819.28518637, 4632819.25234978, 4632819.89377667, 4632820.10669657, 4632820.4225325, 4632820.74045089, 4632821.04614432, 4632821.23171408, 4632821.37102587, 4632821.50013901, 4632821.93083267, 4632822.24428207, 4632822.84153131, 4632822.97639711, 4632823.06336026, 4632823.07462765, 4632823.12123645, 4632823.13533785, 4632823.17046351, 4632823.57509738, 4632823.86048702, 4632824.10532999, 4632824.71841154, 4632825.0436065, 
4632825.28342284, 4632825.36362512, 4632825.82538716, 4632826.07979837, 4632827.38641403, 4632829.11097996, 4632829.26794357, 4632830.9440209, 4632832.11482468, 4632831.67498707, 4632825.34359527, 4632823.83799119, 4632822.49058409, 4632822.32034777, 4632822.17361185, 4632822.03399849, 4632821.67503945, 4632820.87385175, 4632819.29765135, 4632816.95325096, 4632814.16195796, 4632811.76312731, 4632809.04989722, 4632776.2064875, 4632772.7568365, 4632770.28099419, 4632768.17263706, 4632766.2085166, 4632764.68381437, 
4632763.14948222, 4632761.99997894, 4632761.06085876, 4632760.72772881, 4632760.59454323, 4632761.72122175, 4632761.98984882, 4632768.24358196, 4632767.67819036, 4632767.37701431, 4632766.72084148, 4632772.96895097, 4632777.32081486, 4632777.25505129, 4632777.07264246, 4632776.95198994, 4632776.06731865, 4632770.65444526, 4632763.49042944, 4632712.1816989)))"
Oakland,36,"list(list(c(450818.898627619, 450806.009594087, 450591.419837089, 450560.721194788, 450502.665928678, 450493.372460406, 450483.318001365, 450478.633527578, 450466.076055966, 450460.862073722, 450432.566843832, 450426.048581782, 450373.952749633, 450330.108586809, 450317.028205949, 450288.631097549, 450259.991415051, 450241.102335467, 450215.565111437, 450201.122407739, 450164.364505039, 450141.964534673, 450114.783964491, 450087.612291712, 450068.13323104, 450050.654154136, 450035.795639166, 450013.306592482, 
449985.522836769, 449960.887582929, 449952.600872283, 449938.264276888, 449913.674085764, 449898.927107871, 449890.994491513, 449866.458235168, 449829.57450996, 449809.413737638, 449790.183333279, 449763.61858942, 449740.780498771, 449722.044609385, 449705.804686508, 449700.078980928, 449683.79164788, 449671.905334484, 449664.156743022, 449658.421310971, 449640.72519762, 449609.917391623, 449609.813835846, 449609.586898814, 449609.374312415, 449609.074707064, 449608.999891286, 449608.887148219, 449608.570044907, 
449608.108940075, 449608.012276091, 449607.933154479, 449607.856983531, 449607.769181924, 449607.899707478, 449607.980493922, 449607.56302131, 449607.149955961, 449606.799221479, 449606.799197633, 449604.945716087, 449604.701247199, 449604.562595545, 449604.433250636, 449603.85655163, 449603.695541983, 449603.225535785, 449602.650492762, 449602.556846081, 449602.31361612, 449602.329311213, 449602.351906088, 449637.50621749, 449601.826491634, 449601.280827945, 449598.253023685, 449588.904676254, 449564.087713627, 
449480.168739402, 449376.406113398, 449355.28560022, 449164.702356061, 449124.152504007, 449128.239491801, 449145.913469538, 449155.851152234, 449166.821036997, 449172.831274376, 449182.22490773, 449187.520158633, 449191.549677647, 449204.447657093, 449209.879630378, 449218.684553615, 449222.213832304, 449227.68212849, 449227.80706951, 449235.268788524, 449238.272464156, 449238.360241605, 449239.918135682, 449239.959637937, 449256.622995331, 449261.979831131, 449262.854058081, 449263.620098607, 449295.247340756, 
449398.024671909, 449428.142854261, 449490.171188593, 449556.255702055, 449579.219768221, 449608.012344714, 449621.7231341, 449663.197024251, 449675.88101804, 449693.729293054, 449933.360251277, 449946.015700713, 449953.299947229, 449953.496404851, 449956.529560839, 449962.666352782, 449970.151389107, 449978.974597172, 449991.671269811, 450004.398160278, 450017.135123925, 450034.354185617, 450041.341389863, 450053.997743543, 450059.785164333, 450074.838488311, 450094.431687725, 450109.903304654, 
450120.991981298, 450151.3249889, 450162.175586901, 450170.380096649, 450178.006156241, 450190.164705706, 450209.989573092, 450225.98129663, 450240.685213488, 450255.419345834, 450268.865671468, 450282.940777083, 450294.480617666, 450306.659279062, 450319.486896771, 450334.160596947, 450345.031338667, 450353.286210888, 450360.8920974, 450370.33405873, 450375.314034624, 450378.316962881, 450380.711255371, 450383.045147775, 450382.80342847, 450380.604834994, 450377.767359665, 450374.301134243, 450370.794592898, 
450367.217581947, 450364.319681089, 450365.863625787, 450366.929861893, 450369.243589678, 450375.340139132, 450377.115729318, 450382.664099995, 450387.005203735, 450393.131971185, 450393.816130065, 450396.167270016, 450397.894907488, 450398.453134894, 450399.579992202, 450399.846813075, 450400.255731128, 450400.498943344, 450400.40397378, 450400.342099228, 450399.853721437, 450399.847124355, 450398.455191958, 450397.488838753, 450395.872124202, 450393.601266445, 450392.811995685, 450392.809609732, 
450392.254210051, 450391.984962889, 450392.311767217, 450394.020081485, 450393.557646974, 450393.657756002, 450396.914824806, 450398.957096592, 450399.901701871, 450400.154339653, 450398.980613912, 450397.919290755, 450398.205969532, 450403.993062935, 450404.400486466, 450404.381576724, 450404.22567739, 450403.596529581, 450404.463918719, 450410.000064379, 450410.621914362, 450411.243702944, 450412.073448954, 450412.827169185, 450415.736066659, 450416.950391502, 450417.104276218, 450418.728968693, 
450420.092481411, 450421.638781029, 450423.49552077, 450426.062483126, 450431.213872434, 450432.383785347, 450433.507303228, 450434.704354872, 450437.756669277, 450441.228140497, 450446.736242232, 450450.043336966, 450454.064467259, 450457.639831746, 450462.889088857, 450468.189757979, 450472.846744359, 450476.016378678, 450477.093243575, 450485.860304765, 450489.94617734, 450493.310358168, 450497.354304968, 450504.669354748, 450507.015647926, 450510.524502688, 450513.835318126, 450516.880642165, 
450518.846355112, 450520.585343156, 450522.422195508, 450526.213765579, 450527.494662677, 450527.489435045, 450526.967017005, 450525.907557333, 450524.469344502, 450525.663339354, 450527.936090434, 450528.856142221, 450531.407948982, 450539.954371869, 450544.228767847, 450575.088900043, 450591.979430353, 450602.304772038, 450610.501361975, 450616.05622422, 450620.280140463, 450625.794735599, 450630.890279909, 450640.256748513, 450647.953753432, 450655.644077909, 450663.733289822, 450674.423962084, 
450683.81056438, 450691.91319781, 450696.589721239, 450700.394616985, 450704.165927504, 450709.687234227, 450715.235384956, 450721.222719847, 450728.514094784, 450737.961095472, 450745.245789893, 450753.395400545, 450760.659961641, 450767.911100771, 450776.020444964, 450781.541751528, 450785.752247146, 450790.36837159, 450795.437102979, 450800.059908392, 450803.82453934, 450808.001480902, 450812.590763155, 450816.301707326, 450817.025695515, 450817.662442954, 450817.326901525, 450817.916675213, 450818.686565287, 
450818.898627619, 4629619.87931229, 4629620.27488829, 4629622.70758471, 4629623.15299756, 4629611.38394637, 4629611.41388998, 4629611.49373216, 4629611.52833448, 4629609.85679848, 4629619.95531626, 4629622.27142619, 4629622.44585928, 4629622.03801406, 4629621.69482555, 4629621.58589319, 4629621.35117301, 4629621.04275753, 4629620.83936425, 4629620.30137634, 4629619.99711197, 4629620.01679178, 4629620.00704405, 4629619.72480193, 4629619.44266543, 4629619.34880115, 4629619.32141166, 4629619.29297054, 
4629618.93177125, 4629618.48550391, 4629618.37106394, 4629618.34677707, 4629618.30469094, 4629618.14692147, 4629618.04486623, 4629617.98997579, 4629617.77347271, 4629617.47103568, 4629617.30571921, 4629617.11892656, 4629616.85930544, 4629616.62166114, 4629616.51083991, 4629616.41479572, 4629616.41222963, 4629616.40291274, 4629616.33450482, 4629616.28419369, 4629616.24201271, 4629615.9772626, 4629615.4804405, 4629644.99385489, 4629668.46682243, 4629692.46977814, 4629712.53409996, 4629717.54291917, 
4629725.09139679, 4629740.98435866, 4629764.09225049, 4629781.62117911, 4629795.96247629, 4629815.86438976, 4629838.8084921, 4629862.63194647, 4629866.98561283, 4629896.51176117, 4629911.25711778, 4629921.73855126, 4629921.73897824, 4629977.12763209, 4629999.19264497, 4630011.71002698, 4630023.38584438, 4630075.44403661, 4630089.97833422, 4630136.16571148, 4630192.67871624, 4630205.41741828, 4630238.51366224, 4630272.26389787, 4630320.79956509, 4630336.13760709, 4630409.52789888, 4630409.34899584, 
4630409.02727697, 4630408.85850116, 4630408.03087462, 4630407.28557, 4630406.5191376, 4630406.38119121, 4630405.13644033, 4630404.70202129, 4630426.7218716, 4630509.96332057, 4630556.76802921, 4630607.80118008, 4630635.53647456, 4630679.30072198, 4630704.39937548, 4630723.49873737, 4630783.52325689, 4630808.85280425, 4630849.91085835, 4630866.27995758, 4630891.64254938, 4630892.22210579, 4630926.8302009, 4630940.7612016, 4630941.16877233, 4630948.39459259, 4630948.58695755, 4631025.87325573, 4631050.60339152, 
4631053.92040266, 4631057.13853569, 4631213.50793453, 4631214.13003469, 4631214.31232292, 4631214.68775299, 4631215.08770741, 4631216.68907786, 4631216.47069813, 4631216.37214858, 4631216.67304898, 4631215.98864812, 4631215.98536625, 4631225.28533989, 4631228.8954157, 4631228.84889973, 4631227.0510273, 4631213.37303051, 4631190.55957208, 4631170.97062288, 4631153.95728868, 4631135.58567011, 4631119.16082677, 4631103.38493965, 4631083.64493739, 4631073.80011813, 4631052.83274677, 4631042.46863156, 
4631015.51104685, 4630981.45417993, 4630955.12501927, 4630936.25462232, 4630883.20742398, 4630871.35537507, 4630856.29896305, 4630845.79512502, 4630834.57185804, 4630815.44051393, 4630800.26321013, 4630785.75500655, 4630773.19357675, 4630761.30124672, 4630748.10096698, 4630738.8345811, 4630728.90913946, 4630718.97374813, 4630702.51871836, 4630691.96452881, 4630680.15280944, 4630668.35110229, 4630649.38095431, 4630635.67273227, 4630620.04792383, 4630607.02897453, 4630590.11635917, 4630574.54197027, 
4630558.34881129, 4630542.81467848, 4630528.58846437, 4630511.76652397, 4630490.40202329, 4630470.97431483, 4630444.98671329, 4630430.04107424, 4630411.83061189, 4630386.42146643, 4630375.35936175, 4630356.44961935, 4630343.40042785, 4630319.93808717, 4630309.24749204, 4630303.66510145, 4630297.17832418, 4630293.87867362, 4630287.94965209, 4630285.50773502, 4630280.44309704, 4630276.47798582, 4630274.28551907, 4630274.22553569, 4630274.17214094, 4630274.173127, 4630274.3766763, 4630274.94016636, 
4630276.79356618, 4630279.69319038, 4630279.88823991, 4630279.88568683, 4630279.2874905, 4630277.64616024, 4630275.14236858, 4630271.33738108, 4630269.02872987, 4630267.62544198, 4630265.44186659, 4630263.52091878, 4630261.55609297, 4630258.20027189, 4630257.18241506, 4630255.55340785, 4630254.39102958, 4630253.90258492, 4630253.86822787, 4630252.64977041, 4630250.45818834, 4630249.18807494, 4630248.69580986, 4630245.55393434, 4630244.38641539, 4630243.21886694, 4630237.78191447, 4630231.37116555, 
4630226.38961708, 4630222.16569097, 4630216.37356571, 4630211.10725966, 4630208.64835338, 4630206.1866104, 4630204.08571146, 4630200.63299992, 4630190.9239901, 4630183.83634171, 4630181.62490423, 4630180.21687298, 4630176.62258392, 4630172.54636864, 4630166.18372358, 4630159.36768743, 4630151.44355434, 4630146.2078591, 4630138.87413368, 4630130.93014384, 4630124.70250424, 4630120.81389637, 4630119.51739873, 4630111.09297859, 4630103.41161658, 4630096.35089093, 4630089.88908286, 4630074.29588049, 
4630068.40885026, 4630062.8085575, 4630056.23611836, 4630048.26624853, 4630041.4100269, 4630035.65440044, 4630032.2739346, 4630025.26758224, 4630021.4081953, 4630017.14228402, 4630014.89538597, 4630013.38832839, 4630011.03375508, 4630009.43069166, 4630006.65298901, 4630003.10395059, 4629998.67653113, 4629987.81773354, 4629980.49914063, 4629941.80858817, 4629937.87416189, 4629934.25342764, 4629932.82852582, 4629928.41669779, 4629921.86269664, 4629914.85608857, 4629908.72113911, 4629899.05938167, 4629893.31660927, 
4629887.14139359, 4629878.79716079, 4629870.84510509, 4629862.48077019, 4629855.00142457, 4629849.73810428, 4629844.05573272, 4629836.21108588, 4629829.63695414, 4629824.79265542, 4629820.37408859, 4629816.36786308, 4629811.89563917, 4629807.4569706, 4629803.00488026, 4629797.26882237, 4629790.66784841, 4629783.62097946, 4629777.0468498, 4629769.62796758, 4629760.47248098, 4629752.60770351, 4629743.88469118, 4629735.60757371, 4629726.02638671, 4629715.14109933, 4629703.40428729, 4629694.30923056, 
4629679.59220353, 4629657.96923833, 4629640.22502002, 4629624.27343483, 4629619.87931229)))"
