objectid,park_no,park,facility_n,facility_t,gisobjid,Park_Name,Park_Address,ward,schema:name,schema:identifier,Chicago_Park_ID,geometry,omeka_id_community_area,dcterms:isPartOf
1217,228,HORNER (HENRY),Playground,OUTDOOR,2645,Horner Park,"2741 W Montrose Ave Chicago, IL 60618",Chicago_Ward_33,Horner Park - Playground,Chicago_Park_Facility_1217,Chicago_Park_228,"c(442158.734519881, 4645579.61110034)",7319,7257
1228,278,"HOUSTON (JESSIE ""MA"")",Playground,OUTDOOR,2656,Houston Park,"5001 S Cottage Grove Ave Chicago, IL 60615",Chicago_Ward_4,Houston Park - Playground,Chicago_Park_Facility_1228,Chicago_Park_278,"c(449763.704809074, 4628175.06739674)",7308,7251
1230,1256,HOWARD (URE) BEACH,Playground,OUTDOOR,2658,Howard Beach Park,"1300 W Howard St Chicago, IL 60626",Chicago_Ward_49,Howard Beach Park - Playground,Chicago_Park_Facility_1230,Chicago_Park_1256,"c(445004.812565823, 4652107.47502605)",7313,7252
1234,1036,HOYNE (THOMAS),Playground,OUTDOOR,2662,Hoyne Park,"3417 S Hamilton Ave Chicago, IL 60608",Chicago_Ward_12,Hoyne Park - Playground,Chicago_Park_Facility_1234,Chicago_Park_1036,"c(443637.930024553, 4631267.06609671)",7347,7284
1237,1109,HUBBARD (GURDON),Playground,OUTDOOR,2665,Hubbard Park,"4950 W Hubbard St Chicago, IL 60644",Chicago_Ward_37,Hubbard Park - Playground,Chicago_Park_Facility_1237,Chicago_Park_1109,"c(437792.079716502, 4637703.57726193)",7329,7298
1238,336,HUCKLEBERRY,Playground Park,OUTDOOR,2666,Huckleberry Park,"6200 S Kimbark Ave Chicago, IL 60637",Chicago_Ward_20,Huckleberry Park - Playground Park,Chicago_Park_Facility_1238,Chicago_Park_336,"c(450536.161759561, 4625766.50220821)",7312,7247
1240,1121,HUMBERT (JAMES),Playground Park,OUTDOOR,2668,Humbert Park,"632 W 31st St Chicago, IL 60616",Chicago_Ward_11,Humbert Park - Playground Park,Chicago_Park_Facility_1240,Chicago_Park_1121,"c(446614.195138655, 4632028.14342687)",7361,7287
1268,219,HUMBOLDT (ALEXANDER VON),Playground,OUTDOOR,2696,Humboldt Park,"1400 N Humboldt Dr Chicago, IL 60622",Chicago_Ward_26,Humboldt Park - Playground 1,Chicago_Park_Facility_1268,Chicago_Park_219,"c(441955.051512074, 4639991.63606559)",7328,7208
1269,219,HUMBOLDT (ALEXANDER VON),Playground,OUTDOOR,2697,Humboldt Park,"1400 N Humboldt Dr Chicago, IL 60622",Chicago_Ward_26,Humboldt Park - Playground 2,Chicago_Park_Facility_1269,Chicago_Park_219,"c(442000.96969199, 4639806.91546751)",7328,7208
1270,219,HUMBOLDT (ALEXANDER VON),Playground,OUTDOOR,2698,Humboldt Park,"1400 N Humboldt Dr Chicago, IL 60622",Chicago_Ward_26,Humboldt Park - Playground 3,Chicago_Park_Facility_1270,Chicago_Park_219,"c(441442.559028107, 4639315.15242871)",7328,7208
1271,219,HUMBOLDT (ALEXANDER VON),Playground,OUTDOOR,2699,Humboldt Park,"1400 N Humboldt Dr Chicago, IL 60622",Chicago_Ward_26,Humboldt Park - Playground 4,Chicago_Park_Facility_1271,Chicago_Park_219,"c(441655.249137196, 4638783.87179205)",7327,7208
4534,219,HUMBOLDT (ALEXANDER VON),Playground,OUTDOOR,5661,Humboldt Park,"1400 N Humboldt Dr Chicago, IL 60622",Chicago_Ward_26,Humboldt Park - Playground 5,Chicago_Park_Facility_4534,Chicago_Park_219,"c(442158.745351314, 4639505.90325737)",7328,7208
1284,178,HURLEY (TIMOTHY),Playground,OUTDOOR,2712,Hurley Park,"1901 W 100th St Chicago, IL 60643",Chicago_Ward_19,Hurley Park - Playground,Chicago_Park_Facility_1284,Chicago_Park_178,"c(444311.563302226, 4617994.22375947)",7374,7275
1292,83,INDEPENDENCE,Playground,OUTDOOR,2720,Independence Park,"3945 N Springfield Ave Chicago, IL 60618",Chicago_Ward_45,Independence Park - Playground,Chicago_Park_Facility_1292,Chicago_Park_83,"c(440037.936115203, 4644745.00645085)",7319,7257
1299,165,INDIAN BOUNDARY,Playground,OUTDOOR,2727,Indian Boundary Park,"2500 W Lunt Ave Chicago, IL 60645",Chicago_Ward_50,Indian Boundary Park - Playground,Chicago_Park_Facility_1299,Chicago_Park_165,"c(442599.96770229, 4651093.29826376)",7323,7259
1308,1038,INDIAN ROAD,Playground,OUTDOOR,2736,Indian Road Park,"6010 W Matson Ave Chicago, IL 60646",Chicago_Ward_39,Indian Road Park - Playground,Chicago_Park_Facility_1308,Chicago_Park_1038,"c(435496.169250254, 4649272.48127014)",7339,7261
1332,19,JACKSON (ANDREW),Playground,OUTDOOR,2760,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 1,Chicago_Park_Facility_1332,Chicago_Park_19,"c(452140.292252174, 4624806.13022304)",7312,7229
1333,19,JACKSON (ANDREW),Playground,OUTDOOR,2761,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 2,Chicago_Park_Facility_1333,Chicago_Park_19,"c(451306.942665588, 4625428.51335179)",7312,7229
1334,19,JACKSON (ANDREW),Playground,OUTDOOR,2762,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 3,Chicago_Park_Facility_1334,Chicago_Park_19,"c(451353.768546178, 4625829.8448639)",7312,7229
1335,19,JACKSON (ANDREW),Playground,OUTDOOR,2763,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 4,Chicago_Park_Facility_1335,Chicago_Park_19,"c(451323.848480563, 4626945.02681018)",7311,7229
1336,19,JACKSON (ANDREW),Playground,OUTDOOR,2764,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 5,Chicago_Park_Facility_1336,Chicago_Park_19,"c(451393.530567915, 4626961.00704888)",7311,7229
4064,19,JACKSON (ANDREW),Playground,OUTDOOR,5493,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 6,Chicago_Park_Facility_4064,Chicago_Park_19,"c(451530.410154845, 4624797.80407073)",7312,7229
4539,19,JACKSON (ANDREW),Playground,OUTDOOR,5671,Jackson (Andrew) Park,"6401 S Stony Island Ave Chicago, IL 60637",Chicago_Ward_5,Jackson (Andrew) Park - Playground 7,Chicago_Park_Facility_4539,Chicago_Park_19,"c(452412.766113935, 4625664.74977329)",7312,7229
1370,1112,JACKSON (ROBERT),Playground Park,OUTDOOR,2798,Jackson (Robert) Park,"4319 S Indiana Ave Chicago, IL 60653",Chicago_Ward_3,Jackson (Robert) Park - Playground Park,Chicago_Park_Facility_1370,Chicago_Park_1112,"c(448434.106411241, 4629521.78522744)",7307,7204
1371,156,JACOB,Playground Park,OUTDOOR,2799,Jacob Park,"4674 N Virginia Ave Chicago, IL 60625",Chicago_Ward_40,Jacob Park - Playground Park,Chicago_Park_Facility_1371,Chicago_Park_156,"c(442136.322905003, 4646306.05926508)",7309,7241
1372,1288,JACOLIK (FLORIAN S.),Playground Park,OUTDOOR,2800,Jacolik Park,"2731 S Eleanor St Chicago, IL 60608",Chicago_Ward_11,Jacolik Park - Playground Park,Chicago_Park_Facility_1372,Chicago_Park_1288,"c(445115.636155258, 4632642.51717145)",7361,7287
1375,338,JEFFERSON (NANCY),Playground,OUTDOOR,2803,Jefferson (Nancy) Park,"3111 W Fulton Blvd Chicago, IL 60612",Chicago_Ward_27,Jefferson (Nancy) Park - Playground,Chicago_Park_Facility_1375,Chicago_Park_338,"c(441552.377762269, 4637365.31985756)",7331,7209
1376,1113,JEFFERSON (THOMAS),Playground,OUTDOOR,2804,Jefferson (Thomas) Park,"1630 S Jefferson St Chicago, IL 60616",Chicago_Ward_0,Jefferson (Thomas) Park - Playground,Chicago_Park_Facility_1376,Chicago_Park_1113,"c(446695.31050675, 4634318.78268029)",7336,7280
1380,94,JEFFERSON (THOMAS) MEML.,Playground,OUTDOOR,2808,Jefferson (Thomas) Memorial Park,"4822 N Long Ave Chicago, IL 60630",Chicago_Ward_45,Jefferson (Thomas) Memorial Park - Playground,Chicago_Park_Facility_1380,Chicago_Park_94,"c(436760.721606429, 4646535.04256015)",7314,7253
1390,82,JENSEN (CHRIST),Playground,OUTDOOR,2818,Jensen Park,"4600 N Lawndale Ave Chicago, IL 60625",Chicago_Ward_35,Jensen Park - Playground,Chicago_Park_Facility_1390,Chicago_Park_82,"c(440266.295134158, 4646271.60722158)",7317,7256
1392,479,JONES (MARY RICHARDSON),Playground,OUTDOOR,2820,Jones Park,"1240 S Plymouth Ct Chicago, IL 60616",Chicago_Ward_3,Jones Park - Playground,Chicago_Park_Facility_1392,Chicago_Park_479,"c(447802.196864455, 4635117.99074168)",7337,7271
1394,1270,JONQUIL,Playground,OUTDOOR,2822,Jonquil Park,"1023 W Wrightwood Ave Chicago, IL 60614",Chicago_Ward_43,Jonquil Park - Playground,Chicago_Park_Facility_1394,Chicago_Park_1270,"c(445688.929512383, 4642028.05748954)",7371,7207
1397,415,JUNCTION GROVE,Playground Park,OUTDOOR,2825,Junction Grove Park,"345 W 64th St Chicago, IL 60621",Chicago_Ward_20,Junction Grove Park - Playground Park,Chicago_Park_Facility_1397,Chicago_Park_415,"c(447284.753713595, 4625297.92116637)",7369,7223
1398,392,JUNIPER,Playground Park,OUTDOOR,2826,Juniper Park,"3656 N Greenview Ave Chicago, IL 60613",Chicago_Ward_44,Juniper Park - Playground Park,Chicago_Park_Facility_1398,Chicago_Park_392,"c(444730.687757923, 4644285.08416001)",7348,7238
1402,1039,KEDVALE,Playground,OUTDOOR,2830,Kedvale Park,"4140 W Hirsch St Chicago, IL 60651",Chicago_Ward_26,Kedvale Park - Playground,Chicago_Park_Facility_1402,Chicago_Park_1039,"c(439415.137582202, 4639669.1670609)",7327,7208
1404,1114,KEELER (CYRUS),Playground Park,OUTDOOR,2832,Keeler Park,"1243 S Keeler Ave Chicago, IL 60623",Chicago_Ward_24,Keeler Park - Playground Park,Chicago_Park_Facility_1404,Chicago_Park_1114,"c(439444.557185171, 4635025.06595515)",7333,7210
1406,1040,KELLS (GEORGE),Playground,OUTDOOR,2834,Kells Park,"3201 W Chicago Ave Chicago, IL 60624",Chicago_Ward_27,Kells Park - Playground,Chicago_Park_Facility_1406,Chicago_Park_1040,"c(441307.74246887, 4638395.60419785)",7327,7208
1413,260,KELLY (EDWARD),Playground,OUTDOOR,2841,Kelly (Edward) Park,"2725 W 41st St Chicago, IL 60632",Chicago_Ward_12,Kelly (Edward) Park - Playground,Chicago_Park_Facility_1413,Chicago_Park_260,"c(442440.485355795, 4629934.66356763)",7360,7283
1415,493,KELLY (JOHN),Playground,OUTDOOR,2843,Kelly (John) Park,"3800 N Seminary Ave Chicago, IL 60613",Chicago_Ward_44,Kelly (John) Park - Playground,Chicago_Park_Facility_1415,Chicago_Park_493,"c(445549.236145536, 4644820.22378478)",7348,7281
1421,126,KELVYN (WILLIAM),Playground,OUTDOOR,2849,Kelvyn Park,"4438 W Wrightwood Ave Chicago, IL 60639",Chicago_Ward_31,Kelvyn Park - Playground,Chicago_Park_Facility_1421,Chicago_Park_126,"c(438834.63175629, 4642172.50019543)",7324,7215
1456,1042,KEN-WELL,Playground,OUTDOOR,2884,Ken-Well Park,"2945 N Kenosha Ave Chicago, IL 60641",Chicago_Ward_31,Ken-Well Park - Playground,Chicago_Park_Facility_1456,Chicago_Park_1042,"c(439186.798464805, 4642819.91542189)",7324,7215
1427,1115,KENMORE,Playground Park,OUTDOOR,2855,Kenmore Park,"3141 N Kenmore Ave Chicago, IL 60657",Chicago_Ward_44,Kenmore Park - Playground Park,Chicago_Park_Facility_1427,Chicago_Park_1115,"c(445708.084294312, 4643246.49018985)",7348,7238
1435,48,KENNEDY (DENNIS),Playground,OUTDOOR,2863,Kennedy Park,"11320 S Western Ave Chicago, IL 60655",Chicago_Ward_19,Kennedy Park - Playground,Chicago_Park_Facility_1435,Chicago_Park_48,"c(443224.986428974, 4615326.2291148)",7377,7227
1444,485,KENNICOTT (JONATHAN),Playground,OUTDOOR,2872,Kennicott Park,"4434 S Lake Park Ave Chicago, IL 60653",Chicago_Ward_4,Kennicott Park - Playground,Chicago_Park_Facility_1444,Chicago_Park_485,"c(450339.356737274, 4629309.12757884)",7308,7251
1449,1041,KENSINGTON,Playground,OUTDOOR,2877,Kensington Park,"345 E 118th St Chicago, IL 60628",Chicago_Ward_9,Kensington Park - Playground,Chicago_Park_Facility_1449,Chicago_Park_1041,"c(448732.785282987, 4614382.4977263)",7355,7220
1463,1010,KENWOOD COMM.,Playground,OUTDOOR,2891,Kenwood Comm. Park,"1330 E 50th St Chicago, IL 60615",Chicago_Ward_4,Kenwood Comm. Park - Playground,Chicago_Park_Facility_1463,Chicago_Park_1010,"c(450692.802928734, 4628373.99203947)",7308,7251
1470,1116,KEYSTONE,Playground Park,OUTDOOR,2898,Keystone Park,"1655 N Keystone Ave Chicago, IL 60639",Chicago_Ward_26,Keystone Park - Playground Park,Chicago_Park_Facility_1470,Chicago_Park_1116,"c(439688.815158829, 4640208.09968627)",7327,7208
1479,84,KILBOURN,Playground,OUTDOOR,2907,Kilbourn Park,"3501 N Kilbourn Ave Chicago, IL 60641",Chicago_Ward_30,Kilbourn Park - Playground,Chicago_Park_Facility_1479,Chicago_Park_84,"c(438746.881768901, 4643834.07583615)",7319,7257
1485,334,"KING (MARTIN LUTHER, JR.)",Playground,OUTDOOR,2913,King Park,"1212 W 77th St Chicago, IL 60620",Chicago_Ward_17,King Park - Playground,Chicago_Park_Facility_1485,Chicago_Park_334,"c(445587.664765826, 4622743.04432548)",7373,7274
1488,544,KLEIN (LOIS),Playground Park,OUTDOOR,2916,Klein Park,"3538-40 N Lincoln Ave Chicago, IL 60657",Chicago_Ward_47,Klein Park - Playground Park,Chicago_Park_Facility_1488,Chicago_Park_544,"c(444174.884383284, 4644024.55776216)",7348,7238
1490,85,KOLMAR,Playground,OUTDOOR,2918,Kolmar Park,"4143 N Kolmar Ave Chicago, IL 60641",Chicago_Ward_45,Kolmar Park - Playground,Chicago_Park_Facility_1490,Chicago_Park_85,"c(438547.896141418, 4645201.1819954)",7319,7257
1491,1090,KORCZAK (JANUSZ),Playground Park,OUTDOOR,2919,Korczak Park,"6156 N Claremont Ave Chicago, IL 60659",Chicago_Ward_40,Korczak Park - Playground Park,Chicago_Park_Facility_1491,Chicago_Park_1090,"c(442943.239425554, 4649331.02586184)",7323,7259
1502,120,KOSCIUSZKO (THADEUZ),Playground,OUTDOOR,2930,Kosciuszko Park,"2732 N Avers Ave Chicago, IL 60647",Chicago_Ward_31,Kosciuszko Park - Playground,Chicago_Park_Facility_1502,Chicago_Park_120,"c(439944.59461101, 4642282.17675471)",7326,7217
1505,1079,KRAUSE (FRANCIS VERNON),Playground Park,OUTDOOR,2933,Krause Park,"10558 S Avenue L Chicago, IL 60617",Chicago_Ward_10,Krause Park - Playground Park,Chicago_Park_Facility_1505,Chicago_Park_1079,"c(455340.923467357, 4616930.30539636)",7354,7219
1507,1062,"KUCINSKI-MURPHY (VICKI, ROSEBETH)",Playground,OUTDOOR,2935,Kucinski- Murphy Park,"1635 W 33rd Pl Chicago, IL 60608",Chicago_Ward_12,Kucinski- Murphy Park - Playground,Chicago_Park_Facility_1507,Chicago_Park_1062,"c(444653.446416655, 4631452.33473692)",7347,7284
1514,201,LA FOLLETTE (ROBERT),Playground,OUTDOOR,2942,La Follette Park,"1333 N Laramie Ave Chicago, IL 60651",Chicago_Ward_37,La Follette Park - Playground 1,Chicago_Park_Facility_1514,Chicago_Park_201,"c(437685.870505229, 4639454.09686978)",7329,7298
1515,201,LA FOLLETTE (ROBERT),Playground,OUTDOOR,2943,La Follette Park,"1333 N Laramie Ave Chicago, IL 60651",Chicago_Ward_37,La Follette Park - Playground 2,Chicago_Park_Facility_1515,Chicago_Park_201,"c(437394.257529622, 4639568.71946056)",7329,7298
10934,553,LA VILLITA,Playground,OUTDOOR,5771,La Villita Park,"2800 S Sacramento Ave Chicago, IL 60608",Chicago_Ward_12,La Villita Park - Playground,Chicago_Park_Facility_10934,Chicago_Park_553,"c(441744.2778791, 4632379.74208109)",7335,7211
1525,263,LAKE MEADOWS,Playground,OUTDOOR,2953,Lake Meadows Park,"3113 S Rhodes Ave Chicago, IL 60616",Chicago_Ward_4,Lake Meadows Park - Playground,Chicago_Park_Facility_1525,Chicago_Park_263,"c(449231.903741343, 4631962.47014623)",7304,7235
1532,107,LAKE SHORE,Playground,OUTDOOR,2960,Lake Shore Park,"254 E Chicago Ave Chicago, IL 60611",Chicago_Ward_2,Lake Shore Park - Playground,Chicago_Park_Facility_1532,Chicago_Park_107,"c(448748.836114559, 4638576.27792497)",7340,7262
1535,446,LAMB (HAROLD),Playground,OUTDOOR,2963,Lamb Park,"1400 W 109th St Chicago, IL 60643",Chicago_Ward_34,Lamb Park - Playground,Chicago_Park_Facility_1535,Chicago_Park_446,"c(445305.423882612, 4616255.11675352)",7377,7227
1538,1265,LANE (GEORGE) BEACH,Playground,OUTDOOR,2966,Lane Beach Park,"1000 W Thorndale Ave Chicago, IL 60660",Chicago_Ward_48,Lane Beach Park - Playground,Chicago_Park_Facility_1538,Chicago_Park_1265,"c(445746.667560351, 4648863.46186949)",7379,7237
1539,1077,LANGDON (MARY MARGARET),Playground Park,OUTDOOR,2967,Langdon Park,"1754 W Albion Ave Chicago, IL 60626",Chicago_Ward_49,Langdon Park - Playground Park,Chicago_Park_Facility_1539,Chicago_Park_1077,"c(444110.044570853, 4650205.6673048)",7313,7252
1541,1118,LANGLEY,Playground,OUTDOOR,2969,Langley Park,"700 E 113th St Chicago, IL 60628",Chicago_Ward_9,Langley Park - Playground,Chicago_Park_Facility_1541,Chicago_Park_1118,"c(449592.935116502, 4615463.94287713)",7352,7231
1549,1011,LAWLER (MICHAEL),Playground,OUTDOOR,2977,Lawler Park,"5210 W 64th St Chicago, IL 60638",Chicago_Ward_13,Lawler Park - Playground,Chicago_Park_Facility_1549,Chicago_Park_1011,"c(437474.069973442, 4625266.2131166)",7365,7290
1551,450,LAZARUS (EMMA),Playground Park,OUTDOOR,2979,Lazarus Park,"1257 W Columbia Ave Chicago, IL 60626",Chicago_Ward_49,Lazarus Park - Playground Park,Chicago_Park_Facility_1551,Chicago_Park_450,"c(445079.641005294, 4650452.77094406)",7313,7252
1558,305,LE CLAIRE COURTS - HEARST COMM. CTR.,Playground,OUTDOOR,2986,Le Claire- Hearst Park,"5116 W 44th St Chicago, IL 60638",Chicago_Ward_22,Le Claire- Hearst Park - Playground,Chicago_Park_Facility_1558,Chicago_Park_305,"c(437637.91468362, 4629264.89289322)",7358,7221
1561,1286,LEE (JOHN),Playground Park,OUTDOOR,2989,Lee Park,"3700 W 87th St Chicago, IL 60652",Chicago_Ward_18,Lee Park - Playground Park,Chicago_Park_Facility_1561,Chicago_Park_1286,"c(440585.020005261, 4620630.34678857)",7372,7225
1568,274,LEGION,Playground,OUTDOOR,2996,Legion Park,"3100 W Bryn Mawr Ave Chicago, IL 60659",Chicago_Ward_0,Legion Park - Playground 1,Chicago_Park_Facility_1568,Chicago_Park_274,"c(441564.349488469, 4647922.57844337)",7309,7241
1569,274,LEGION,Playground,OUTDOOR,2997,Legion Park,"3100 W Bryn Mawr Ave Chicago, IL 60659",Chicago_Ward_0,Legion Park - Playground 2,Chicago_Park_Facility_1569,Chicago_Park_274,"c(441460.706481269, 4648308.73420006)",7323,7259
1570,274,LEGION,Playground,OUTDOOR,2998,Legion Park,"3100 W Bryn Mawr Ave Chicago, IL 60659",Chicago_Ward_0,Legion Park - Playground 3,Chicago_Park_Facility_1570,Chicago_Park_274,"c(441326.014791697, 4648364.90750743)",7316,7255
1571,274,LEGION,Playground,OUTDOOR,2999,Legion Park,"3100 W Bryn Mawr Ave Chicago, IL 60659",Chicago_Ward_0,Legion Park - Playground 4,Chicago_Park_Facility_1571,Chicago_Park_274,"c(441361.676097132, 4648751.35063751)",7323,7259
1576,395,LELAND GIANTS,Playground,OUTDOOR,3004,Leland Giants Park,"7526 S Lowe Ave Chicago, IL 60621",Chicago_Ward_6,Leland Giants Park - Playground,Chicago_Park_Facility_1576,Chicago_Park_395,"c(446679.457334421, 4623045.60184302)",7369,7223
1579,1013,LEONE (SAM) BEACH,Playground,OUTDOOR,3007,Leone Beach Park,"1222 W Touhy Ave Chicago, IL 60626",Chicago_Ward_49,Leone Beach Park - Playground,Chicago_Park_Facility_1579,Chicago_Park_1013,"c(445089.692166257, 4651453.38748164)",7313,7252
1582,273,LERNER (LEO),Playground,OUTDOOR,3010,Lerner Park,"7000 N Sacramento Ave Chicago, IL 60645",Chicago_Ward_50,Lerner Park - Playground,Chicago_Park_Facility_1582,Chicago_Park_273,"c(441602.428972657, 4650890.55002797)",7323,7259
1587,1220,LEVIN (JOHN),Playground,OUTDOOR,3015,Levin Park,"462 N Pine Ave Chicago, IL 60644",Chicago_Ward_37,Levin Park - Playground,Chicago_Park_Facility_1587,Chicago_Park_1220,"c(436741.195509407, 4637677.10969828)",7329,7298
1589,1218,LILY GARDENS,Playground,OUTDOOR,3017,Lily Gardens Park,"632 W 71st St Chicago, IL 60621",Chicago_Ward_6,Lily Gardens Park - Playground,Chicago_Park_Facility_1589,Chicago_Park_1218,"c(446819.893613163, 4623595.9415626)",7369,7223
1590,1066,LIMAS (JULIANN HOPE),Playground Park,OUTDOOR,3018,Limas Park,"2410 S Trumbull Ave Chicago, IL 60623",Chicago_Ward_22,Limas Park - Playground Park,Chicago_Park_Facility_1590,Chicago_Park_1066,"c(440926.627600042, 4633089.49043822)",7335,7211
1636,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3064,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 1,Chicago_Park_Facility_1636,Chicago_Park_100,"c(447262.957414424, 4641187.59868656)",7371,7239
1637,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3065,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 2,Chicago_Park_Facility_1637,Chicago_Park_100,"c(447101.020546187, 4642207.25900602)",7371,7239
1638,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3066,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 3,Chicago_Park_Facility_1638,Chicago_Park_100,"c(447204.63934747, 4643107.89253231)",7348,7238
1639,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3067,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 4,Chicago_Park_Facility_1639,Chicago_Park_100,"c(446635.011172173, 4644787.46515873)",7348,7238
1640,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3068,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 5,Chicago_Park_Facility_1640,Chicago_Park_100,"c(446477.134684488, 4645920.91279421)",7334,7260
1641,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3069,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 6,Chicago_Park_Facility_1641,Chicago_Park_100,"c(446407.280387478, 4646706.38020016)",7334,7260
1642,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3070,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 7,Chicago_Park_Facility_1642,Chicago_Park_100,"c(446178.795020888, 4646942.51440601)",7334,7260
1643,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3071,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 8,Chicago_Park_Facility_1643,Chicago_Park_100,"c(445858.423195043, 4648293.90179088)",7379,7237
1644,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,3072,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 9,Chicago_Park_Facility_1644,Chicago_Park_100,"c(447430.038855587, 4642650.86018991)",7348,7238
4171,100,LINCOLN (ABRAHAM),Playground,OUTDOOR,5600,Lincoln Park,"200 W Fullerton Pkwy Chicago, IL 60614",Chicago_Ward_0,Lincoln Park - Playground 10,Chicago_Park_Facility_4171,Chicago_Park_100,"c(447033.300019981, 4643645.28836316)",7348,7238
1688,243,LINDBLOM (ROBERT),Playground,OUTDOOR,3116,Lindblom Park,"6054 S Damen Ave Chicago, IL 60636",Chicago_Ward_16,Lindblom Park - Playground,Chicago_Park_Facility_1688,Chicago_Park_243,"c(443951.706072907, 4625863.87714927)",7368,7223
1694,308,LINDEN,Playground,OUTDOOR,3122,Linden Park,"1139 N Pulaski Rd Chicago, IL 60651",Chicago_Ward_37,Linden Park - Playground,Chicago_Park_Facility_1694,Chicago_Park_308,"c(439794.429409243, 4639127.04783378)",7327,7208
1696,1055,LITTLE VENICE,Playground,OUTDOOR,3124,Little Venice Park,"2251 W 50th Pl Chicago, IL 60609",Chicago_Ward_15,Little Venice Park - Playground,Chicago_Park_Facility_1696,Chicago_Park_1055,"c(443397.580073016, 4627984.83190632)",7364,7289
1699,1120,LONDON (LOUIS),Playground Park,OUTDOOR,3127,London Park,"3432 W 18th St Chicago, IL 60623",Chicago_Ward_24,London Park - Playground Park,Chicago_Park_Facility_1699,Chicago_Park_1120,"c(440923.347530887, 4634186.18627563)",7333,7210
1703,1044,LOWE (SAMUEL),Playground,OUTDOOR,3131,Lowe Park,"5203 S Lowe Ave Chicago, IL 60609",Chicago_Ward_3,Lowe Park - Playground,Chicago_Park_Facility_1703,Chicago_Park_1044,"c(446757.066764177, 4627712.591747)",7362,7222
1711,115,LOYOLA,Playground,OUTDOOR,3139,Loyola Park,"1230 W Greenleaf Ave Chicago, IL 60626",Chicago_Ward_49,Loyola Park - Playground,Chicago_Park_Facility_1711,Chicago_Park_115,"c(445299.023364881, 4651197.02141332)",7313,7252
1718,1122,LUELLA,Playground,OUTDOOR,3146,Luella Park,"10021 S Luella Ave Chicago, IL 60617",Chicago_Ward_7,Luella Park - Playground,Chicago_Park_Facility_1718,Chicago_Park_1122,"c(452775.713408128, 4618022.71845421)",7353,7268
1719,440,LUNA,Playground Park,OUTDOOR,3147,Luna Park,"5558 S Green St Chicago, IL 60621",Chicago_Ward_20,Luna Park - Playground Park,Chicago_Park_Facility_1719,Chicago_Park_440,"c(446269.266585114, 4626956.00048202)",7369,7223
1720,1123,"LUNT (ORRINGTON, STEPHEN)",Playground Park,OUTDOOR,3148,Lunt Park,"2239 W Lunt Ave Chicago, IL 60645",Chicago_Ward_50,Lunt Park - Playground Park,Chicago_Park_Facility_1720,Chicago_Park_1123,"c(443068.942583743, 4650939.36135388)",7323,7259
1721,1267,LYLE (JOHN),Playground,OUTDOOR,3149,Lyle Park,"7700 S Wallace St Chicago, IL 60620",Chicago_Ward_0,Lyle Park - Playground,Chicago_Park_Facility_1721,Chicago_Park_1267,"c(446813.209229836, 4622797.36521044)",7370,7224
1722,333,MAGNOLIA,Playground Park,OUTDOOR,3150,Magnolia Park,"3228 W Flournoy St Chicago, IL 60624",Chicago_Ward_24,Magnolia Park - Playground Park,Chicago_Park_Facility_1722,Chicago_Park_333,"c(441329.446588595, 4635930.36073298)",7331,7209
